name	age	causative	random	percentile
Nicole	32	0.5714285714285714	0.6564285714285794	0.5296
Nicole	33	0.5	0.5373333333333294	0.6116
Nicole	34	0.7142857142857143	0.523457142857149	0.8636
Nicole	35	1.3333333333333333	0.5354666666666653	0.9934000000000001
Nicole	36	1.1	0.7944199999999991	0.8488
Ruth	24	0	0.0	1.0
Ruth	25	0	0.0	1.0
Ruth	26	0.0	0.0	1.0
Ruth	27	0.0	0.0	1.0
Ruth	28	1.0	1.0	1.0
Ruth	29	1.0	1.0	1.0
Ruth	30	0.5	0.5862	0.913
Ruth	31	0.5	0.5863	0.9156
Ruth	32	1.5	0.5641	0.9954000000000001
Ruth	33	0.3333333333333333	0.5239333333333404	0.7388
Ruth	34	0.3333333333333333	0.5778000000000136	0.6794
Ruth	35	0.5	0.47836666666666616	0.722
