name	age	causative	random	percentile
Anne	23	1.0	0.5281333333333406	0.9248000000000001
Anne	24	0.16666666666666666	0.5947333333333266	0.22860000000000003
Anne	25	0.6666666666666666	0.6651333333333265	0.625
Anne	26	0.5	0.6484999999999905	0.49420000000000003
Anne	27	0.2	0.5189599999999834	0.4042
Anne	28	0.42857142857142855	0.6291142857142977	0.4242
Anne	29	1.3333333333333333	0.6086444444444541	0.9824
Anne	30	0.6	0.5530399999999814	0.725
Anne	31	0.625	0.703475	0.5662
Anne	32	0.4444444444444444	0.7522666666666734	0.24700000000000003
Anne	33	1.6666666666666667	0.6277999999999951	0.9958
Aran	24	0.5	0.5632	0.9358000000000001
Aran	25	0.75	0.52045	0.8384
Aran	26	0.6666666666666666	0.5417999999999975	0.79
Aran	27	0.5	0.6078999999999956	0.5634
Aran	28	0.25	0.51095	0.5674
Aran	29	0.25	0.54505	0.5188
Aran	30	0.42857142857142855	0.5975428571428666	0.4596
Aran	31	0.6666666666666666	0.7162000000000075	0.5842
Aran	32	0.875	0.665025	0.8222
Aran	33	1.1666666666666667	0.6253333333333286	0.9470000000000001
Aran	34	0.875	0.6372	0.8476
Aran	35	0.8	0.6890399999999739	0.7312
Becky	25	0.25	0.50275	0.5876
Becky	26	0.5	0.5204333333333302	0.6178
Becky	27	0.625	0.7654	0.4748
Becky	28	1.6666666666666667	0.9055111111111117	0.972
Becky	29	1.6666666666666667	0.7698000000000075	0.989
Becky	30	0.6666666666666666	0.6661666666666581	0.6382
Becky	31	0.5	0.7012999999999912	0.4666
Becky	32	0.5	0.6410333333333272	0.5038
Becky	33	0.42857142857142855	0.7053428571428723	0.3608
Becky	34	1.5	0.64755	0.9872000000000001
Becky	35	0.75	0.825675	0.551
Carl	22	0.5	0.403866666666678	0.7984
Carl	23	0.6	0.6416799999999782	0.628
Carl	24	1.4	0.5513199999999813	0.9918
Carl	25	0.3333333333333333	0.5486000000000134	0.7254
Carl	26	0.5	0.5762999999999946	0.589
Carl	27	1.8333333333333333	0.6237999999999941	0.9976
Carl	28	1.7142857142857142	0.6189714285714409	0.9988
Carl	29	0.75	0.685525	0.712
Carl	30	0.7142857142857143	0.7092285714285802	0.6616
Carl	31	1.4285714285714286	0.707742857142868	0.97
Carl	32	0.625	0.694225	0.5842
Dominic	24	0.25	0.41925	0.7198
Dominic	25	0.2	0.4345599999999998	0.5168
Dominic	26	0.2857142857142857	0.3958857142856989	0.3776
Dominic	27	0.625	0.5477	0.7612
Dominic	28	0.6666666666666666	0.49336666666666623	0.8338
Dominic	29	0.5	0.6392333333333274	0.5248
Dominic	30	1.0	0.6452000000000114	0.8952
Dominic	31	1.0	0.6511199999999746	0.8812
Dominic	32	0.2	0.5778399999999805	0.3398
Dominic	33	1.25	0.579	0.9682000000000001
Dominic	34	0.3333333333333333	0.5332666666666757	0.7352
Dominic	35	1.3333333333333333	0.5684000000000138	0.9674
Gail	25	0.875	0.622975	0.8672
Gail	26	1.125	0.799325	0.8404
Gail	27	1.0	0.5994857142857232	0.9232
Gail	28	1.1666666666666667	0.6851333333333286	0.9318000000000001
Gail	29	0.6	0.588559999999977	0.6946
Gail	30	0.5	0.476633333333335	0.719
Gail	31	1.0	0.6013666666666607	0.9168000000000001
Gail	32	1.5	0.79435	0.9570000000000001
Gail	33	1.375	0.5839	0.9908
Gail	34	0.5714285714285714	0.6170000000000089	0.5892000000000001
Gail	35	1.0	0.6452000000000084	0.9022
Joel	24	1.0	1.0	1.0
Joel	25	0.5	0.6544	0.8794000000000001
Joel	26	1.3333333333333333	0.6826666666666604	0.9578
Joel	27	1.3333333333333333	0.6318666666666602	0.975
Joel	28	0.25	0.49315	0.6202
Joel	29	0.7142857142857143	0.6523428571428639	0.7158
Joel	30	0.8571428571428571	0.6090285714285831	0.8552000000000001
Joel	31	0.42857142857142855	0.7490285714285811	0.3314
Joel	32	1.2857142857142858	0.7587428571428695	0.9162
Joel	33	0.7777777777777778	0.7468888888888974	0.6696
Joel	34	0.14285714285714285	0.7230285714285798	0.08680000000000002
John	24	0.5	0.6107	0.8968
John	25	0.3333333333333333	0.47946666666666177	0.7858
John	26	1.0	0.51995	0.9178000000000001
John	27	1.1666666666666667	0.5604666666666618	0.9754
John	28	0.2857142857142857	0.6416857142857222	0.12680000000000002
John	29	0.8571428571428571	0.6217428571428643	0.852
John	30	0.6	0.5504399999999833	0.7108
John	31	0.6	0.547199999999982	0.7386
John	32	0.8571428571428571	0.5233142857142912	0.9276
John	33	1.5714285714285714	0.6372000000000078	0.9906
John	34	0.5714285714285714	0.5345714285714355	0.6834
John	35	0.25	0.52155	0.5666
Liz	24	0.3333333333333333	0.4552666666666567	0.8310000000000001
Liz	25	0.16666666666666666	0.4784000000000014	0.3618
Liz	26	1.4285714285714286	0.6313142857142942	0.9904000000000001
Liz	27	0.7142857142857143	0.6331428571428663	0.7492
Liz	28	1.5	0.6408999999999945	0.983
Liz	29	0.2	0.5418799999999802	0.3938
Liz	30	0.16666666666666666	0.6267333333333276	0.1998
Liz	31	0.4	0.5815199999999774	0.378
Liz	32	1.0	0.6380399999999741	0.884
Liz	33	0.8571428571428571	0.7210571428571515	0.7514000000000001
Liz	34	0.2	0.5288799999999823	0.3806
Liz	35	0.6	0.5515999999999808	0.7226
Nicole	26	0	0.0	1.0
Nicole	27	1.0	1.0	1.0
Nicole	28	1.25	0.5727	0.9846
Nicole	29	0.5	0.5065333333333323	0.6364
Nicole	30	1.0	0.5396399999999817	0.9378000000000001
Nicole	31	0.42857142857142855	0.6883428571428687	0.3494
