break	difficult	quite	brown	silly	probable	enough
finish	start	quarter	help	chance	build	sing
open	though	fit	from	head	mind	name
roll	pig	away	head	corner	sit	car
stop	difficult	not	mend	use	touch	fancy
turn	use	mend	keep	wash	start	see
