break	drunk	all_gone	hatch	age	blouse	anything	prickle
finish	mouth	take	bobble	stool	empty	time	sing
lose	age	all_gone	prickle	yesterday	into	save	three
open	help	high	goodness	reach	wee	give	run
roll	belong	drop	pick	talk	since	wait	empty
turn	stand	pick	alone	mix	tie	end	stroke
