break	behind	absolute	pick	banana	lick	alone	bite
close	eye	hair	car	his	fiddle	nail	enjoy
lose	eye	close	Little_Bo_Peep	crash	as_well	meat	fiddle
open	lick	always	chip	banana	knock	even	pick
roll	come	Doctor_Foster	through	Neddy	hello	grr	Sally
stop	soup	calm	buy	hit	pretend	wreck	door
turn	miss	Sally	jump	wash	hold	tonight	never
