break	bed	squeeze	run	basket	talk	fine
dry	bed	count	suppose	break	bring	knock
finish	calf	spider	drink	record	birth	or
lose	birth	slipper	trouser	compute	finger	calf
roll	hang	jump	again	mind	now	blow
