break	pop	touch	though	please	hair	balloon	stop
finish	reach	stop	yet	either	don't	us	frog
open	ticktock	clipclop	bill	balloon	mind	pill	Alice
stop	don't	touch	er	yet	today	reach	dungaree
turn	very	sun	cow	great	bird	seesaw	girl
