break	horrible	tear	open	enjoy	hard	tip	lady
burn	squash	tear	poke	sore	cut	pinch	fringe
close	cockatoo	hello	Andy_pandy	asleep	gosh	glorious	fringe
finish	breakfast	tuck	mend	dinner	pants	wake	dirt
lose	fur	horn	stick	all_gone	peg	phone	difficult
open	phone	horrible	apple	handle	line	dirty	lady
roll	ease	courgette	Tessy_bear	king	hen	small	mash
stop	start	neck	corner	mend	purple	asleep	happy_birthday
turn	corner	road	perhaps	neck	around	their	into
