break	miss	press	talk	tip	first	knock
dry	hold	clean	carry	more	wipe	eat
finish	sorry	tip	wanna	color	can't	peel
lose	miss	er	peel	outside	eight	find
open	forwards	turn	carry	yet	do	brick
roll	rush	forwards	kick	puff	move	chuffchuff
stop	puff	bump	rain	chuffchuff	forwards	move
turn	buy	wanna	can't	hold	choo	more
