break	color	squeak	stop	pat	Pa	wave
dry	Supernaturals	whoopsie	horn	flop	knob	sandwich
finish	sleep	love	see	just	know	anymore
lose	for	write	move	of	good	what
open	lick	hug	nose	poo	ticket	wheel
roll	same	food	wall	cat	party	rain
stop	pat	mend	bump	squeak	color	paint
turn	shut	mend	press	pat	tip	bubble
