close	take	hand	seat	open	rip	brother	plate
lose	skate	tortoise	tunnel	jammy	squeak	duck	cold
open	move	hand	brother	close	breakfast	seat	plate
turn	shut	sing	pick	light	engine	Lucy	hurt
