break	Sukie	talk	alright	chair	other	yet
dry	good	orange	brown	alright	other	tiny
finish	shell	miss	lemon	behind	yet	present
roll	eight	game	toy	chest	somebody	thank_you
stop	take	next	hello	help	squeeze	circle
