break	finish	work	tire	move	mini	happy
finish	double	mini	tire	break	always	happy
open	shut	Yolanda	very	work	not	both
roll	diesel	ding	yum	good_night	tiger	beep
stop	crash	carpet	smack	good	rain	teddy
turn	run	brumm	Big_Edward	Jess	strawberry	head
