break	slide	knock	wear	inside	hide	nappie
change	bring	pocket	penny	money	set	clever
open	all_gone	strawberry	airport	inside	settee	blow
roll	pin	square	hole	minute	lunch	nuts
stop	front	side	church	at	count	make
turn	round	angel	bite	send	Bulgie	Mike
