present	head	hair	sheep	bib	open	eye	give
whale	bread	tiger	tight	though	Noddys	farm	cot
wide	everything	wait	yours	cover	others	door	lots_of
bib	head	dungaree	sheep	jump	open	trouser	hair
brick	tinsel	light	help	bubble	candle	tractor	noise
