bring	chuck	leave	actual	should	pick	especial
sleep	behave	wait	learn	go	start	same
cry	awkward	sure	pull	should	understand	naughty
and	move	calm	never	bump	especial	ask
home	night	moment	Dad	Nana	work	last
cloud	four	three	Henry	beep	road	fine
