day	way	wet	toy	friend	mouth	eye	bed
slave	tongue	ear	heart	neck	name	temperature	bag
nose	name	temperature	tum	neck	toe	microphone	stethoscope
peach	tomato	top	milk	rest	Dada	sausage	mine
love	cycle	true	sharp	terrible	mouth	poo	pink
another	somewhere	black	ease	little	which	different	ricky
before	until	somewhere	cold	need	could	Sunday	shall
somewhere	cold	before	sore	name	new	another	maybe
